,RULEXJ,CAM,GCM,MAPP,QEst,RGuess
0,0.030267728492617607,0.08805469423532486,0.003194913500919938,0.0017958247335627675,0.00023331624106504023,0.8764534592628479
1,0.14225414395332336,0.8005646467208862,0.023930635303258896,0.004604591988027096,0.028504082933068275,0.00014183830353431404
2,0.0013572979951277375,0.0007709857891313732,0.0002593073877505958,0.9948751330375671,0.0027133342809975147,2.3937465812196024e-05
3,0.33603236079216003,0.2398020625114441,0.32999658584594727,0.018841169774532318,0.00018799617828335613,0.0751398578286171
4,0.3501136302947998,0.6335695385932922,0.015137202106416225,9.381108611705713e-06,4.8533973313169554e-05,0.0011216704733669758
5,0.2843819260597229,0.18019230663776398,0.5351182222366333,0.00011437288048909977,1.12619291030569e-05,0.0001818807504605502
6,0.21224074065685272,0.271745502948761,0.2757110297679901,0.00015894316311459988,0.001072143903002143,0.23907172679901123
7,0.3508335053920746,0.12651696801185608,0.5189259648323059,0.002857423387467861,1.0961418411170598e-05,0.0008552488870918751
8,0.08226278424263,0.9162333011627197,0.0012556147994473577,6.906279850227293e-06,0.00020517669327091426,3.620119605329819e-05
9,0.9127635955810547,0.019405554980039597,0.022220836952328682,0.040261153131723404,1.48478839037125e-05,0.005333972163498402
10,0.08473724871873856,0.019972732290625572,0.18676765263080597,0.7048746347427368,0.0031583192758262157,0.0004893652512691915
11,0.05136493965983391,0.865412712097168,0.00020967757154721767,0.08015363663434982,0.0028046094812452793,5.446628711069934e-05
12,0.2922387719154358,0.1500600129365921,0.5428394675254822,0.00636041397228837,0.00013014169235248119,0.008371114730834961
13,0.19146570563316345,0.8059147000312805,0.0024763019755482674,7.860977007112524e-07,0.00012755538045894355,1.4950719560147263e-05
14,0.048776738345623016,0.0001315888948738575,0.9510254859924316,2.4752993340371177e-05,4.54746259492822e-06,3.694433326018043e-05
15,0.00039011260378174484,0.0005888266605325043,0.0003790397313423455,0.00012754590716212988,7.598582214995986e-06,0.9985068440437317
16,0.002502202522009611,0.0009112755069509149,0.0017373224254697561,0.000405224971473217,1.3881854101782665e-06,0.9944426417350769
17,0.9856201410293579,0.013412059284746647,0.0009424807503819466,2.0102561393287033e-06,2.8090754167209298e-09,2.3350970877800137e-05
18,0.09000987559556961,0.017917901277542114,0.4567490220069885,0.0013515838654711843,7.822072802809998e-05,0.4338933229446411
19,0.01572817750275135,0.02696198970079422,0.007968618534505367,2.949404552055057e-05,1.5618850738974288e-05,0.9492961168289185
20,0.04265212640166283,0.00032696902053430676,0.9552274942398071,0.0006874712416902184,5.158628482604399e-06,0.0011009399313479662
21,0.11623603105545044,0.2227363884449005,0.00044665895984508097,8.802016395748069e-07,6.5220579017477576e-06,0.6605736017227173
22,0.4653675854206085,0.3750263452529907,0.07444807142019272,0.0004351136740297079,1.548572618048638e-05,0.08470737934112549
23,0.03369555249810219,0.009526638314127922,0.008947852067649364,0.001359323738142848,8.15565090306336e-06,0.9464625120162964
24,0.6715309619903564,0.3275482952594757,9.597848111297935e-05,1.1065439139201771e-05,4.214459295326378e-06,0.0008094478398561478
25,0.3644016683101654,0.21489611268043518,0.4051610231399536,0.006306513212621212,0.008951984345912933,0.0002826223790179938
26,0.38916561007499695,0.4447367191314697,0.019705168902873993,0.009301571175456047,0.13703085482120514,6.005815157550387e-05
27,0.008440576493740082,0.017864760011434555,0.006696808617562056,0.00022725260350853205,0.00013701236457563937,0.9666336178779602
28,0.7177170515060425,0.0022538278717547655,0.2778575122356415,0.0011306438827887177,8.327027103405271e-07,0.001040043542161584
29,0.5720917582511902,0.41094455122947693,0.013892114162445068,6.941017431927321e-07,0.0003647301928140223,0.0027062229346483946
30,0.07263828068971634,0.05418795719742775,0.0050048790872097015,0.03436710685491562,1.830866494856309e-05,0.8337834477424622
31,0.12019729614257812,4.918034028378315e-05,0.8793864250183105,0.00035106801078654826,2.8865179046988487e-07,1.5684194295317866e-05
32,0.340585857629776,0.0662444531917572,0.48149049282073975,0.0036248955875635147,0.00016634826897643507,0.10788796842098236
33,0.036793723702430725,0.049345873296260834,0.021383164450526237,0.0012294468469917774,0.0002638822770677507,0.8909838795661926
34,0.1265980750322342,0.0074371458031237125,0.86101895570755,0.00010199860844295472,5.0844799261540174e-05,0.004793094005435705
35,0.11871279776096344,0.8657456636428833,0.010253449901938438,8.963923755800352e-05,3.0370130843948573e-05,0.005168038420379162
36,0.13372592628002167,0.005047042854130268,0.791863739490509,0.005296286661177874,2.5706260203151032e-05,0.06404133141040802
37,0.004052700474858284,0.002053589327260852,0.0074358414858579636,0.00044187475577928126,3.27281559293624e-05,0.9859833121299744
38,0.4341523349285126,0.2803212106227875,0.24743491411209106,0.005260020960122347,0.012558636255562305,0.020272884517908096
39,0.17659255862236023,0.7523982524871826,0.016335299238562584,0.0008924542926251888,3.4049804526148364e-05,0.05374738201498985
40,0.29968613386154175,0.0005608570063486695,0.6996827721595764,9.404575394000858e-06,1.3646116485688253e-06,5.9460864576976746e-05
41,0.19575199484825134,0.5698849558830261,0.21664364635944366,0.0006811918574385345,8.963162690633908e-05,0.016948547214269638
42,0.3970324993133545,0.1723317950963974,0.22482436895370483,0.016847172752022743,0.00037582803633995354,0.18858842551708221
43,0.1937357485294342,0.0036726542748510838,0.8025357723236084,1.4611678125220351e-05,3.7089041143190116e-05,4.063995675096521e-06
44,0.18330231308937073,0.08209650963544846,0.41646409034729004,0.004030047915875912,3.067163561354391e-05,0.31407630443573
45,0.12118972092866898,0.02121303603053093,0.5791371464729309,1.4286784789874218e-05,0.2784425914287567,3.2732432373450138e-06
