,RULEXJ,CAM,GCM,MAPP,QEst,RGuess
0,0.325711727142334,0.0012579617323353887,0.5997177958488464,0.0001557369250804186,2.0359019003990397e-07,0.07315651327371597
1,0.847976565361023,0.12444496154785156,0.008473492227494717,0.013444219715893269,2.7576668799156323e-05,0.005633151158690453
2,0.5011963248252869,0.13440173864364624,0.2884296476840973,0.0007402285700663924,0.00048396969214081764,0.07474807649850845
3,0.9135686159133911,0.08032885938882828,0.004885780159384012,0.00045144555042497814,1.1876651342390687e-06,0.0007642445270903409
4,0.5168470740318298,0.3386019170284271,0.001073117251507938,0.008643713779747486,5.4507159802597016e-05,0.1347796767950058
5,0.5963292717933655,0.04868166521191597,0.16381196677684784,0.18934179842472076,0.0009929531952366233,0.000842310197185725
6,0.2580048739910126,0.002306206850335002,0.7394720315933228,0.00010192681656917557,7.003486643952783e-06,0.00010795638081617653
7,0.11136677861213684,3.4490996767999604e-05,0.8799635171890259,0.0012928970390930772,5.788018597741029e-08,0.007342157419770956
8,0.369649738073349,0.006913387216627598,0.34395670890808105,0.270330011844635,0.0062797493301332,0.0028704009018838406
9,0.9300161600112915,0.03359614685177803,0.0009906589984893799,0.001383199472911656,0.002631612354889512,0.03138221427798271
10,0.7333028316497803,0.0365002267062664,0.22547678649425507,0.0003753598721232265,7.217435722850496e-06,0.004337552469223738
11,0.7381783127784729,0.010252832435071468,0.25145965814590454,5.599786163656972e-06,3.2183222629100783e-06,0.0001003630313789472
12,0.061321090906858444,0.0005288610118441284,0.1024031862616539,0.8292649388313293,0.005392363760620356,0.0010895367013290524
13,0.8450098633766174,0.027628090232610703,0.04447602853178978,0.009988714009523392,9.525590030534659e-06,0.07288776338100433
14,0.1321982443332672,0.0005689268582500517,0.8663821816444397,0.0007714386447332799,4.661628190660849e-05,3.264586484874599e-05
15,0.8853631019592285,0.012128762900829315,5.3002528147771955e-05,0.0001182873675134033,0.002493877662345767,0.09984296560287476
16,0.47705599665641785,0.011066978797316551,0.4582168757915497,0.030149994418025017,5.40291466677445e-06,0.023504633456468582
17,0.5167614817619324,0.007098101545125246,0.375117689371109,0.08988261222839355,0.0034211755264550447,0.007718897890299559
18,0.7421852350234985,0.011890675872564316,0.1424131542444229,0.10051514953374863,0.0016680003609508276,0.0013277871767058969
19,0.9687874913215637,0.015100033022463322,9.656533705992842e-08,1.1055823989636338e-07,4.959691978001501e-06,0.01610727049410343
20,0.12402597069740295,0.025949010625481606,0.0052650002762675285,0.842173159122467,1.0531455700402148e-05,0.002576288999989629
21,0.8838121294975281,0.010533517226576805,0.09823627769947052,0.00121852639131248,1.647464500820206e-06,0.006197773851454258
22,0.6169984340667725,0.012897959910333157,3.236953853047453e-05,0.0006062194588594139,0.027026988565921783,0.34243807196617126
23,0.8755403161048889,0.0024857213720679283,0.09087098389863968,0.01982164941728115,0.0025310071650892496,0.008750206790864468
24,0.5951964855194092,0.0009392937645316124,0.4034508466720581,0.00015027575136628002,7.215856356879158e-08,0.00026302956393919885
25,0.9070360660552979,0.012675240635871887,0.009884101338684559,0.000247547694016248,0.020040471106767654,0.05011660233139992
26,0.09601309150457382,0.0005659296875819564,0.894934892654419,0.003460473380982876,0.001726216054521501,0.0032994570210576057
27,0.08749648928642273,0.00040510433609597385,0.9033727049827576,0.0015522514004260302,8.804411481833085e-05,0.007085337303578854
28,0.9004859924316406,0.023313259705901146,0.0007425250951200724,0.06776558607816696,0.0044698952697217464,0.0032227409537881613
29,0.37339723110198975,0.02317013405263424,0.5838832259178162,0.01772136054933071,0.0009881800506263971,0.0008399001671932638
30,0.0747741162776947,0.001205069595016539,0.80257648229599,0.07350120693445206,0.0005127439508214593,0.04743039235472679
31,0.7928726077079773,0.009128587320446968,0.02356899157166481,0.1469806730747223,0.0013575101038441062,0.026091668754816055
32,0.1281861662864685,0.000547420175280422,0.8712603449821472,1.3907981610827846e-06,2.0722475255752215e-06,2.643487960085622e-06
33,0.8537232875823975,0.058241285383701324,0.08708593249320984,0.00025095741148106754,4.81450988445431e-05,0.0006504053599201143
34,0.05793503299355507,0.03584519401192665,0.010070379823446274,0.8957973122596741,2.8797424533877347e-07,0.0003517419390846044
35,0.1318739354610443,0.023281114175915718,0.2536364495754242,0.030828960239887238,2.5057204766198993e-05,0.560354471206665
36,0.049882058054208755,0.01782809942960739,0.12420505285263062,0.804935872554779,1.8357986846240237e-06,0.0031470556277781725
37,0.7277972102165222,0.10934395343065262,0.007669675163924694,0.08625807613134384,0.0018884004093706608,0.06704260408878326
38,0.15194961428642273,0.0007678508409298956,0.6281083822250366,0.21450351178646088,0.0016778298886492848,0.002992772962898016
39,0.6599557399749756,0.017036745324730873,0.013732226565480232,0.02587827295064926,0.02314021624624729,0.26025688648223877
40,0.4462445378303528,0.001770435250364244,0.5515612959861755,0.00041430717101320624,2.4314178403983533e-07,9.185921044263523e-06
41,0.13076600432395935,0.0008843792020343244,0.864369809627533,0.0035779003519564867,7.1438880695495754e-06,0.0003947403165511787
42,0.41870227456092834,0.015035141259431839,0.38211655616760254,0.1531006097793579,1.494142270530574e-05,0.031030403450131416
43,0.9822547435760498,0.013612034730613232,0.0020019905641674995,0.00039819441735744476,4.6651239244965836e-05,0.0016863829223439097
44,0.38869377970695496,0.0012299908557906747,0.6081526875495911,0.0017742771888151765,2.855694947356824e-05,0.000120714888907969
45,0.3715417683124542,0.004415010567754507,0.5408811569213867,0.0771031454205513,0.0030959376599639654,0.0029630858916789293
46,0.9167123436927795,0.023148052394390106,0.02473842352628708,0.03349589928984642,0.0006847061449661851,0.0012205205857753754
47,0.12222510576248169,0.8773156404495239,9.598373435437679e-05,0.0002224733616458252,2.7620849323284347e-06,0.00013806638889946043
