,RULEXJ,CAM,GCM,MAPP,QEst,RGuess
0,0.0160423144698143,0.0029630179051309824,0.04014800861477852,0.940252959728241,1.941447536069063e-08,0.0005937283858656883
1,0.506576657295227,3.4607153793331236e-05,0.4933697581291199,1.580065509187989e-05,4.531042652189399e-09,3.1678614504926372e-06
2,0.011634155176579952,0.0037812378723174334,0.1431172639131546,0.8403120040893555,9.124682343042423e-09,0.001155268051661551
3,0.14331352710723877,0.0003014948160853237,0.8047609925270081,0.051595401018857956,2.49741921587443e-10,2.862291512428783e-05
4,0.9728617072105408,0.00010825176286743954,0.020564809441566467,0.006464720703661442,1.3362870532329651e-10,5.96251538809156e-07
5,0.0043415650725364685,3.0239984880608972e-06,0.9956554174423218,3.503381140745887e-09,3.324218917982128e-16,3.4580192442151825e-12
6,0.06787924468517303,0.00030361427343450487,0.9317842125892639,2.3057489670463838e-05,1.3539494858605394e-08,9.899619726638775e-06
7,0.0903627872467041,2.291613554916694e-06,0.909601092338562,3.3394731872249395e-05,6.571463512239362e-11,4.6066577397141373e-07
8,4.5973107664023345e-36,0.0,0.0,0.0,0.0,1.0
9,0.022339584305882454,0.001782172592356801,0.5299619436264038,0.44591405987739563,1.0619313588200452e-12,2.1604294033750193e-06
10,0.05495527759194374,0.00024847255554050207,0.9444637298583984,0.0003314179484732449,6.9354579856906184e-09,1.0501072438273695e-06
11,0.9315254092216492,0.0005782711668871343,0.05994998291134834,0.007946222089231014,2.7728911181079674e-11,5.861772223170192e-08
12,0.14967301487922668,2.3804401280358434e-05,0.8453571200370789,0.004945889115333557,1.0097705657741152e-11,2.2906161234459432e-07
13,0.09927140921354294,0.0032458023633807898,0.7847583293914795,0.11179502308368683,9.185398219813123e-09,0.0009295030031353235
14,0.05633876845240593,0.0008390304865315557,0.8833279013633728,0.00018831784836947918,3.761665201551523e-09,0.059306107461452484
15,0.7802569270133972,0.021801160648465157,0.18032428622245789,0.01761174015700817,3.932292269581694e-09,5.893696197745157e-06
16,0.2271098494529724,0.006423343438655138,0.6081804037094116,0.14377398788928986,2.960647838001762e-10,0.014512437395751476
17,0.05039345100522041,0.00022825146152172238,0.9474489688873291,0.0019292073557153344,4.2031673280762405e-11,1.498069792660317e-07
18,0.18062803149223328,0.00299698649905622,0.8162986040115356,1.5259824067470618e-05,4.572240186462295e-08,6.102422412368469e-05
19,6.841604971441484e-08,1.4993264962903652e-10,0.16409766674041748,0.835902214050293,1.1716411148565678e-25,1.1452144300146821e-13
